id,grupo,modelo_ciego,descripcion,A_fidelidad,B_iconografia,C_completitud,n_alucinaciones,notas
5_10,animales,M7519_99,ERROR,0,0,0,0,
4_02,etiquetas_actuales,M9858_31,"Texto propio de la etiqueta:
- OCR original: MANZANILLA PASADA EN RAMA PASTORA DE LA B 1821 BODEGAS BARBADILLO SANLUCAR DE BARRAMEDA
- Lectura visual corregida: MANZANILLA PASADA EN RAMA PASTORA DE LA B 1821 BODEGAS BARBADILLO SANLUCAR DE BARRAMEDA
- Correcciones realizadas: No se han realizado correcciones; el texto coincide con la imagen.
- Texto dudoso: No se aprecia
- Texto incompleto: No se aprecia

Nombre del producto:
- Manzanilla Pasada en Rama Pastora de la B

Marca principal:
- No se aprecia

Bodega, fabricante, distribuidor o razón comercial:
- Bodegas Barbadillo

Tipo de producto visible:
- Manzanencia Pasada en Rama

Lugar, procedencia o denominación visible:
- Sanlucar de Barrameda

Añada visible:
- No se aprecia

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- 1821 (asociada a marca o establecimiento)

Variedad, clase o categoría del vino:
- Manzanilla Pasada en Rama

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- Retrato de una mujer con un paisaje de fondo.

Personajes, figuras o seres representados:
- Mujer con sombrero.

Animales representados:
- Un cordero o animal pequeño.

Objetos visibles:
- Un bastón o cayado.
- Un sombrero.

Vestimenta, accesorios o atributos:
- Sombrero de ala ancha.
- Vestimenta de colores blanco, negro y rojo.

Elementos vegetales o agrícolas:
- Flores y follaje.

Elementos naturales no vegetales:
- Cielo.
- Paisaje de fondo.

Paisaje, arquitectura o entorno:
- Paisaje con vegetación y horizonte.

Elementos decorativos:
- Cinta o banda roja con texto.
- Marco de línea fina.
- Flores de colores.

Sellos, escudos, medallas, premios, monedas o logotipos:
- No se aprecia

Fondo:
- Color ocre o mostaza.

Colores predominantes:
- Ocre, rojo, blanco, verde y marrón.

Marco, borde o forma de la etiqueta:
- Etiqueta rectangular con borde fino.

Tipografía y disposición del texto:
- Texto en mayúsculas, tipografía sans-serif para la mayoría del texto, con una banda roja que contiene ""PASTORA DE LA"" y ""PASTORA"" en una disposición central.

Texto marginal, firma, imprenta o litografía:
- No se aprecia

Marcas externas de archivo o digitalización:
- No se aprecia

Estado de conservación visible:
- Bueno.

Calidad de la digitalización:
- Buena.

Estilo visual:
- Ilustración clásica de estilo comercial.

Observaciones visuales:
- La ilustración de la mujer está contenida dentro de un círculo.
- Una banda roja atraviesa la parte central de la etiqueta.
- El texto ""BODEGAS BARBADILLO"" se sitúa en la parte inferior.
- La composición presenta una disposición de elementos superpuestos.

Inferencias controladas para búsqueda:
- El producto es un vino tipo Manzanilla.
- La bodega tiene su sede en Sanlúcar de Barrameda.

Descripción semántica ampliada para búsqueda:
- Etiqueta vinícola de Manzanilla Pasada en Rama.
- La etiqueta presenta la marca Bodegas Barbadillo de Sanlúcar de Barrameda.
- Incluye una ilustración circular de una mujer con sombrero y un animal pequeño.
- El diseño utiliza una paleta de colores ocre, rojo y blanco.
- Presenta una banda roja con el nombre Pastora.
- La composición incluye elementos florales y un paisaje de fondo.
- Estilo de etiqueta comercial con tipografía clara y legible.

Descriptores para búsqueda:
- Manzanilla; Pasada en Rama; Pastora; Bodegas Barbadillo; Sanlúcar de Barrameda; vino; etiqueta; ilustración; mujer; sombrero; cordero; paisaje; flores; ocre; rojo; blanco; tipografía; comercial; clásico; 1821; bebida; vitivinicultura; España; etiqueta antigua; diseño gráfico; elemento decorativo; rama; bodega.",4,5,5,0,
4_06,etiquetas_actuales,M5662_85,ERROR,0,0,0,0,
2_06,dibujos_clasicos,M3702_65,ERROR,0,0,0,0,
5_02,animales,M1976_41,"Texto propio de la etiqueta:
- OCR original: AMONTILLADO VIEJO JOSÉ HIDALGO SANLUCAR DE BARRAMEDA
- Lectura visual corregida: AMONTILLADO VIEJO JOSÉ HIDALGO SANLUCAR DE BARRAMEDA
- Correcciones realizadas: Ninguna.
- Texto dudoso: No se aprecia.
- Texto incompleto: No se aprecia.

Nombre del producto:
- Amontillado Viejo

Marca principal:
- José Hidalgo

Bodega, fabricante, distribuidor o razón comercial:
- José Hidalgo

Tipo de producto visible:
- Amontillado

Lugar, procedencia o denominación visible:
- Sanlúcar de Barrameda

Añada visible:
- No se aprecia

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- No se aprecia

Variedad, clase o categoría del vino:
- Amontillado Viejo

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- Ilustración de un animal con pelaje largo.

Personajes, figuras o seres representados:
- No se aprecia

Animales representados:
- Un animal de pelaje largo y denso, posiblemente un gato o un perro de raza similar.

Objetos visibles:
- No se aprecia

Vestimenta, accesorios o atributos:
- No se aprecia

Elementos vegetales o agrícolas:
- No se aprecia

Elementos naturales no vegetales:
- No se aprecia

Paisaje, arquitectura o entorno:
- No se aprecia

Elementos decorativos:
- Escudo o emblema con motivos ornamentales.
- Ornamentación de estilo clásico alrededor del texto y el escudo.

Sellos, escudos, medallas, premios, monedas o logotipos:
- Escudo con diseño heráldico o decorativo.

Fondo:
- Color ocre o marrón claro.

Colores predominantes:
- Ocre, marrón, negro y blanco.

Marco, borde o forma de la etiqueta:
- Rectangular.

Tipografía y disposición del texto:
- Texto dispuesto de forma vertical y rotada respecto a la orientación de la imagen.
- Tipografía con remates (serif) y estilo clásico.

Texto marginal, firma, imprenta o litografía:
- LITOGRAFIA (en la parte izquierda, junto al escudo).
- LITHOG. MEXICO (en la parte superior derecha, texto muy pequeño).

Marcas externas de archivo o digitalización:
- No se aprecia.

Estado de conservación visible:
- Se observa una ligera pérdida de nitidez y posibles manchas de envejecimiento.

Calidad de la digitalización:
- Buena, permite la lectura clara del texto.

Estilo visual:
- Estilo de etiqueta de vino antigua, con ilustración de estilo naturalista y elementos ornamentales clásicos.

Observaciones visuales:
- La imagen presenta una rotación de 90 grados respecto a la orientación convencional.
- La ilustración del animal ocupa el lateral derecho de la composición.
- El texto principal está dispuesto de forma vertical.
- Existe un elemento heráedico o escudo situado en la zona inferior izquierda.
- La composición combina tipografía clásica con una ilustración detallada.

Inferencias controladas para búsqueda:
- La etiqueta pertenece a un producto de tipo Amontillado.
- La procedencia comercial está vinculada a Sanlúcar de Barrameda.

Descripción semántica ampliada para búsqueda:
- Etiqueta de vino antigua para Amontillado Viejo.
- Marca comercial José Hidalgo de Sanlúcar de Barrameda.
- Ilustración de un animal con pelaje largo y denso en la composición.
- Elementos decorativos que incluyen un escudo ornamental y motivos clásicos.
- Tipografía con remates dispuesta verticalmente sobre fondo ocre.
- Presencia de texto indicativo de litografía.
- Estilo visual de etiqueta vinícola clásica con colores tierra y negro.

Descriptores para búsqueda:
- Amontillado; Viejo; José Hidalgo; Sanlúcar de Barrameda; Etiqueta de vino; Etiqueta antigua; Ilustración; Animal; Pelaje largo; Escudo; Emblema; Ornamentación; Litografía; Ocre; Marrón; Tipografía clásica; Producto vinícola; España; Sanlúcar; Vino fortificado; Diseño vintage; Elementos decorativos; Texto vertical; Litografía en México; Etiqueta comercial.",5,5,5,0,
2_05,dibujos_clasicos,M7851_14,"Texto propio de la etiqueta:
- OCR original: Manzanilla Horiaa, ""Catado'a"", JOSE JURADO SANLUCAR DE BARRAMEDA IMP. DIEGO MOPÓN. EOL. 14 - SEVILLA
- Lectura visual corregida: Manzanilla Florosa, ""Catadora"", JOSE JURADO SANLUCAR DE BARRAMEDA
- Correcciones realizadas: Corrección de ""Horiaa"" por ""Florosa""; corrección de ""Catado'a"" por ""Catadora"".
- Texto dudoso: No se aprecia
- Texto incompleto: No se aprecia

Nombre del producto:
- No se aprecia

Marca principal:
- JOSE JURADO

Bodega, fabricante, distribacia o razón comercial:
- JOSE JURADO

Tipo de producto visible:
- Manzanilla Florosa

Lugar, procedencia o denominación visible:
- SANLUCAR DE BARRAMEDA

Añada visible:
- No se aprecia

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- No se aprecia

Variedad, clase o categoría del vino:
- Manzanilla Florosa

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- Ilustración de una mujer en actitud de cata.

Personajes, figuras o seres representados:
- Una mujer joven.

Animales representados:
- No se aprecia

Objetos visibles:
- Una copa pequeña.

Vestimenta, accesorios o atributos:
- Vestido con volantes y escote.
- Peinado recogido.

Elementos vegetales o agrícolas:
- No se aprecia

Elementos naturales no vegetales:
- Círculos de luz o resplandores en el fondo.

Paisaje, arquitectura o entorno:
- No se aprecia

Elementos decorativos:
- Círculos de fondo de tono grisáceo.

Sellos, escudos, medallas, premios, monedas o logotipos:
- No se aprecia

Fondo:
- Fondo claro con motivos circulares difusos.

Colores predominantes:
- Blanco, azul y gris.

Marco, borde o forma de la etiqueta:
- Forma rectangular con esquinas redondeadas.

Tipografía y disposición del texto:
- Texto principal en azul con tipografía con remates y estilo caligráf缺乏.
- Disposición curva en la parte superior e inferior.
- Texto en la parte superior invertido respecto a la orientación de la imagen.

Texto marginal, firma, imprenta o litografía:
- IMP. DIEGO MOPÓN. EOL. 14 - SEVILLA

Marcas externas de archivo o digitalización:
- No se aprecia

Estado de conservación visible:
- Buen estado, sin roturas evidentes.

Calidad de la digitalización:
- Buena, con nitidez en el texto y la ilustración.

Estilo visual:
- Ilustración de estilo clásico/vintage.

Observaciones visuales:
- La composición presenta un equilibrio entre la figura central y los textos curvos.
- La ilustración de la mujer utiliza líneas finas para definir pliegues y sombras.
- El texto superior aparece orientado de forma invertida respecto al resto de la etiqueta.
- Uso de una paleta cromática limitada y sobria.

Inferencias controladas para búsqueda:
- La etiqueta pertenece a un producto de Manzanilla de Sanlúcar de Barrameda.
- La tipografía y el estilo sugieren una etiqueta de época antigua o de estilo retro.

Descripción semántica ampliada para búsqueda:
- Etiqueta vinícola de Manzanilla Florosa.
- Ilustración de una mujer joven sosteniendo una copa de vino.
- Elementos gráficos con tipografía azul en disposición curva.
- Referencia a la marca JOSE JURADO y la localidad de Sanlúcar de Barrameda.
- Estilo visual clásico con fondo de círculos luminosos.
- Composición con texto en la parte superior e inferior de la figura central.
- Diseño de estilo vintage o antiguo.

Descriptores para búsqueda:
- Manzanilla; Florosa; JOSE JURADO; Sanlúcar de Barrameda; etiqueta de vino; ilustración clásica; mujer con copa; cata de vino; tipografía azul; estilo vintage; etiqueta antigua; producto vinícola; Sevilla; Diego Mopón; litografía; diseño retro; figura femenina; elementos circulares; color azul; blanco; gris; denominación de origen; bebida alcohólica; etiqueta comercial; arte gráfico.",5,5,5,0,
2_01,dibujos_clasicos,M5717_60,ERROR,0,0,0,0,
4_10,etiquetas_actuales,M8564_89,ERROR,0,0,0,0,
4_10,etiquetas_actuales,M9974_39,"Texto propio de la etiqueta:
- OCR original: CAYETANO DEL PINO & Cia. JEREZ - XÉRÈS - SHERRY PALO CORTADO 1/10
- Lectura visual corregida: CAYETANO DEL PINO & Cia. JEREZ - XÉRÈS - SHERRY PALO CORTADO 1/10
- Correcciones realizadas: No se han realizado correcciones.
- Texto dudoso: No se aprecia.
- Texto incompleto: No se aprecia.

Nombre del producto:
- Palo Cortado

Marca principal:
- Cayetano del Pino & Cia.

Bodega, fabricante, distribuidor o razón comercial:
- Cayetano del Pino & Cia.

Tipo de producto visible:
- Sherry

Lugar, procedencia o denominación visible:
- Jerez - Xérès

Añada visible:
- No se aprecia

Premios, medallas, exposación o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- No se aprecia

Variedad, clase o categoría del vino:
- Palo Cortado 1/10

Graduación, volumen u otros datos técnicos:
- 1/10 (posible referencia a graduación o proporción)

Imagen o escena principal:
- Retrato de una mujer con una cesta de productos agrícolas.

Personajes, figuras o seres representados:
- Mujer joven.

Animales representados:
- No se aprecia

Objetos visibles:
- Cesta de mimbre.

Vestimenta, accesorios o atributos:
- Camisa blanca con mangas remangadas, corpiño o chaleco oscuro, delantal o falda de color rojizo/rosado.

Elementos vegetales o agrícolas:
- Contenido de la cesta (parece ser productos vegetales o frutos).

Elementos naturales no vegetales:
- No se aprecia

Paisaje, arquitectura o entorno:
- No se aprecia

Elementos decorativos:
- Ornamentos de estilo clásico bajo el texto principal y sobre el nombre del producto.

Sellos, escudos, medallas, premios, monedas o logotipos:
- No se aprecia

Fondo:
- Color crema o beige claro.

Colores predominantes:
- Crema, negro, marrón, rojo, blanco.

Marco, borde o forma de la etiqueta:
- Etiqueta rectangular con bordes irregulares.

Tipografía y disposición del texto:
- Texto principal en tipografía con remates (serif) de gran tamaño en la parte superior. Texto secundario en tipografía más pequeña. Disposición centrada.

Texto marginal, firma, impuesta o litografía:
- No se aprecia

Marcas externas de archivo o digitalización:
- No se aprecia

Estado de conservación visible:
- Se observa desgaste en los bordes y una apariencia de papel antiguo.

Calidad de la digitalización:
- Buena, con nitidez suficiente para la lectura.

Estilo visual:
- Ilustración de estilo clásico/tradicional, posiblemente litografía.

Observaciones visuales:
- La ilustración de la mujer está situada en el centro de la etiqueta.
- El texto superior presenta una jerarquía clara con la marca en mayor tamaño.
- Existe un elemento ornamental gráfico que separa la zona de la marca de la zona del producto.
- La composición es simétrica respecto al eje vertical.

Inferencias controladas para búsqueda:
- El producto es un tipo de vino de Jerez.
- La etiqueta tiene un estilo antiguo o vintage.

Descripción semántica ampliada para búsqueda:
- Etiqueta vinícola antigua de la marca Cayetano del Pino & Cia.
- Producto tipo Palo Cortado de la zona de Jerez - Xérès - Sherry.
- Ilustración central de una mujer con una cesta de mimbre sobre el hombro.
- Estilo visual de litografía clásica con colores crema, marrón y rojo.
- Composición con tipografía serif clásica y elementos ornamentales.
- Escena de temática agrícola con figura humana femenina.
- Diseño de etiqueta comercial para vino de Jerez.

Descriptores para búsqueda:
- Cayetano del Pino & Cia.; Palo Cortado; Sherry; Jerez; Xérès; etiqueta antigua; etiqueta de vino; vino de Jerez; ilustración clásica; mujer con cesta; cesta de mimbre; motivo agrícola; litografía; tipografía serif; color crema; color rojo; color marrón; etiqueta vintage; producto vinícola; denominación de origen Jerez; etiqueta comercial; diseño clásico; ornamentos; figura humana; retrato; elementos vegetales; bodega; vino español.",5,5,5,0,
2_06,dibujos_clasicos,M2144_15,"Texto propio de la etiqueta:
- OCR original: EL ABUELEJO VINO MUY AÑEJO Y DE FRUTO ESCOJIDO Eduardo Floridos CHIPIONA (CADIZ).
- Lectura visual corregida: EL ABUELITO VINO MUY AÑEJO Y DE FRUTO ESCOJIDO Eduardo Floridos CHIPIONA (CADIZ).
- Correcciones realizadas: Corrección de ""EL ABUELEJO"" por ""EL ABUELITO"" según lectura visual.
- Texto dudoso: No se aprecia.
- Texto incompleto: No se aprecia.

Nombre del producto:
- No se aprecia.

Marca principal:
- EL ABUELITO.

Bodega, fabricante, distribuidor o razón comercial:
- Eduardo Floridos.

Tipo de producto visible:
- VINO MUY AÑEJO Y DE FRUTO ESCOJIDO.

Lugar, procedencia o denominación visible:
- CHIPIONA (CADIZ).

Añada visible:
- No se aprecia.

Premios, medallas, expos𝗹osiciones o concursos visibles:
- Medalla BURDEOS 1895.
- Medalla CHICAGO 1892.
- Medalla MADRID 1907.
- Medalla PARIS 1900.

Fechas visibles no asociadas a añada:
- 1895.
- 1892.
- 1907.
- 1900.

Variedad, clase o categoría del vino:
- Vino muy añejo y de fruto escojido.

Graduación, volumen u otros datos técnicos:
- No se aprecia.

Imagen o escena principal:
- No se aprecia.

Personajes, figuras o seres representados:
- No se aprecia.

Animales representados:
- No se aprecia.

Objetos visibles:
- Medallas circulares.

Vestimenta, accesorios o atributos:
- No se aprecia.

Elementos vegetales o agrícolas:
- No se aprecia.

Elementos naturales no vegetales:
- No se aprecia.

Paisaje, arquitectura o entorno:
- No se aprecia.

Elementos decorativos:
- Ornamentos florales o volutas en las esquinas.
- Bordes decorativos alrededor de las medallas.
- Marco perimetral de la etiqueta.

Sellos, escudos, medallas, premios, monedas o logotipos:
- Cuatro medallas con inscripciones de exposiciones internacionales.

Fondo:
- Color crema o beige con textura de papel antiguo.

Colores predominantes:
- Crema, rojo, negro y dorado.

Marco, borde o forma de la etiqueta:
- Rectangular con borde dorado.

Tipografía y disposición del texto:
- Texto principal ""EL ABUELITO"" en tipografía de estilo decorativo, grande y de color rojo.
- Texto secundario en tipografía con serifa, disposición vertical y horizontal.
- Disposición asimétrica de las medallas en la parte superior e izquierda.

Texto marginal, firma, imprenta o litografía:
- No se aprecia.

Marcas externas de archivo o digitalización:
- No se aprecia.

Estado de conservación visible:
- Se observa desgaste y manchas de humedad o envejecimiento en el papel.

Calidad de la digitalización:
- Buena, permite la lectura clara de los elementos.

Estilo visual:
- Estilo de etiqueta vinícola antigua, de carácter conmemorativo.

Observaciones visuales:
- Las medallas están distribuidas en la parte superior e izquierda de la etiqueta.
- El nombre de la marca presenta un relieve visual mediante el uso del color rojo.
- La composición utiliza elementos gráficos circulares para resaltar premios.
- Existe una clara jerarquía tipográfica entre el nombre de la marca y los datos de procedencia.

Inferencias controlulas para búsqueda:
- La etiqueta pertenece a una producción de la zona de Chipiona, Cádiz.
- La presencia de medallas de París, Chicago y Burdeos sugiere una trayectoria comercial internacional de la marca.

Descripción semántica ampliada para búsqueda:
- Etiqueta antigua de vino con nombre comercial EL ABUELITO.
- Texto que indica producto de tipo vino muy añejo y de fruto escojido.
- Identificación de la bodega o fabricante como Eduardo Floridos.
- Referencia geográfica a Chipiona, Cádiz.
- Composición con cuatro medallas conmemorativas de exposiciones en Burdeos 1895, Chicago 1892, Madrid 1907 y París 1900.
- Estilo visual de etiqueta vinícola clásica con tipografía decorativa roja.
- Elementos decorativos de tipo ornamental y bordes dorados.
- Fondo de color crema con aspecto de papel envejecido.

Descriptores para búsqueda:
- EL ABUELITO; vino; vino añejo; Eduardo Floridos; Chipiona; Cádiz; etiqueta antigua; etiqueta vinícola; medalla; premio; exposición internacional; Burdeos 1895; Chicago 1892; Madrid 1907; París 1900; tipografía roja; color crema; papel envejecido; elemento decorativo; conmemorativo; producto vinícola; España; litografía; diseño clásico; ornamentación; marca comercial.",5,5,5,0,
